smiles,T,dliq,dgas,st,tc,redT
CC(CCC(C)C)CCC(C)C,536,0.5386,0.01881,5.96,649.3,0.8255043893423688
CC[C@@H]1CC[C@H](CC1)C(C)(C)C,251,0.8477,8.609e-05,32.78,694.0,0.361671469740634
CC[C@@H]1CC[C@H](CC1)C(C)(C)C,354,0.7688,2.975e-05,22.73,694.0,0.5100864553314121
CC[C@@H]1CC[C@H](CC1)C(C)(C)C,431,0.7088,0.001186,15.36,694.0,0.6210374639769453
CC[C@@H]1CC[C@H](CC1)C(C)(C)C,483,0.6641,0.004306,12.14,694.0,0.6959654178674352
CC[C@@H]1CC[C@H](CC1)C(C)(C)C,509,0.6416,0.007065999999999999,8.998,694.0,0.7334293948126801
CC[C@@H]1CC[C@H](CC1)C(C)(C)C,534,0.6163,0.01318,8.346,694.0,0.7694524495677233
CC[C@@H]1CC[C@H](CC1)C(C)(C)C,560,0.5901,0.01721,6.108,694.0,0.8069164265129684
CC[C@@H]1CC[C@H](CC1)C(C)(C)C,586,0.5638,0.03045,4.694,694.0,0.8443804034582133
CCCCCCCC(CC)CC,370,0.6964,0.0001695,18.99,661.7,0.5591657850989874
CCCCCCCC(CC)CC,424,0.6519,0.001097,14.69,661.7,0.6407737645458667
CCCCCCCC(CC)CC,465,0.6149,0.004079999999999999,12.75,661.7,0.7027353785703491
CCCCCCCC(CC)CC,493,0.59,0.00583,9.718,661.7,0.7450506271724345
CCCCCCCC(CC)CC,506,0.5769,0.007877,8.656,661.7,0.7646969925948315
CCCCCCCC(CC)CC,520,0.5625,0.01115,7.7589999999999995,661.7,0.7858546168958742
CCCCCCCC(CC)CC,533,0.5469,0.014240000000000001,6.4479999999999995,661.7,0.805500982318271
CCCCCCCC(CC)CC,547,0.5327,0.01958,5.468999999999999,661.7,0.8266586066193138
CC1(C)CC[C@@H]2[C@H](C1)CCCC2,293,0.8829,0.0004117,30.82,717.4,0.4084192918873711
CC1(C)CC[C@@H]2[C@H](C1)CCCC2,386,0.8085,0.00016790000000000002,20.9,717.4,0.5380540841929189
CC1(C)CC[C@@H]2[C@H](C1)CCCC2,456,0.7514,0.004173,15.95,717.4,0.6356286590465571
CC1(C)CC[C@@H]2[C@H](C1)CCCC2,502,0.7098,0.00566,11.64,717.4,0.6997490939503764
CC1(C)CC[C@@H]2[C@H](C1)CCCC2,525,0.691,0.01172,9.783999999999999,717.4,0.7318093114022861
CC1(C)CC[C@@H]2[C@H](C1)CCCC2,549,0.6668,0.015340000000000001,9.574,717.4,0.7652634513521048
CC1(C)CC[C@@H]2[C@H](C1)CCCC2,572,0.6404,0.026269999999999998,7.5360000000000005,717.4,0.7973236688040145
CC1(C)CC[C@@H]2[C@H](C1)CCCC2,595,0.6202,0.028610000000000003,5.895,717.4,0.8293838862559242
CC1CCC2C(C1)CCC(C2)C,292,0.871,1.177e-05,31.37,719.7,0.4057246074753369
CC1CCC2C(C1)CCC(C2)C,382,0.8002,0.0002855,22.6,719.7,0.5307767125191052
CC1CCC2C(C1)CCC(C2)C,450,0.7466,0.001759,15.77,719.7,0.6252605252188411
CC1CCC2C(C1)CCC(C2)C,496,0.7072,0.0071200000000000005,13.05,719.7,0.6891760455745449
CC1CCC2C(C1)CCC(C2)C,518,0.6869,0.006934,11.88,719.7,0.7197443379185772
CC1CCC2C(C1)CCC(C2)C,541,0.6663,0.010709999999999999,10.47,719.7,0.7517020980964291
CC1CCC2C(C1)CCC(C2)C,563,0.6445,0.018119999999999997,8.533999999999999,719.7,0.7822703904404612
CC1CCC2C(C1)CCC(C2)C,586,0.6217,0.027860000000000003,7.399,719.7,0.8142281506183131
C[C@@H]1[C@@H](C)[C@H](C)[C@H]([C@@H]([C@H]1C)C)C,280,0.8277,0.0,28.9,697.6,0.4013761467889908
C[C@@H]1[C@@H](C)[C@H](C)[C@H]([C@@H]([C@H]1C)C)C,359,0.7696,5.282e-05,22.54,697.6,0.5146215596330275
C[C@@H]1[C@@H](C)[C@H](C)[C@H]([C@@H]([C@H]1C)C)C,419,0.7235,0.0005614,16.64,697.6,0.6006307339449541
C[C@@H]1[C@@H](C)[C@H](C)[C@H]([C@@H]([C@H]1C)C)C,459,0.6909,0.002875,14.26,697.6,0.6579701834862385
C[C@@H]1[C@@H](C)[C@H](C)[C@H]([C@@H]([C@H]1C)C)C,478,0.6759,0.004879,12.67,697.6,0.6852064220183486
C[C@@H]1[C@@H](C)[C@H](C)[C@H]([C@@H]([C@H]1C)C)C,498,0.6579,0.008515,10.6,697.6,0.7138761467889908
C[C@@H]1[C@@H](C)[C@H](C)[C@H]([C@@H]([C@H]1C)C)C,518,0.6393,0.009667,10.58,697.6,0.742545871559633
C[C@@H]1[C@@H](C)[C@H](C)[C@H]([C@@H]([C@H]1C)C)C,538,0.6195,0.01636,8.774,697.6,0.7712155963302753
CC(C[C@H]1C[C@@H](C)CC[C@@H]1C)C,289,0.8187,0.0,27.03,676.0,0.4275147928994083
CC(C[C@H]1C[C@@H](C)CC[C@@H]1C)C,371,0.7499,2.871e-05,20.23,676.0,0.5488165680473372
CC(C[C@H]1C[C@@H](C)CC[C@@H]1C)C,433,0.6976,0.001639,15.61,676.0,0.6405325443786982
CC(C[C@H]1C[C@@H](C)CC[C@@H]1C)C,475,0.6599,0.003725,12.63,676.0,0.7026627218934911
CC(C[C@H]1C[C@@H](C)CC[C@@H]1C)C,495,0.6444,0.009951,10.68,676.0,0.7322485207100592
CC(C[C@H]1C[C@@H](C)CC[C@@H]1C)C,516,0.6238,0.01245,8.926,676.0,0.7633136094674556
CC(C[C@H]1C[C@@H](C)CC[C@@H]1C)C,536,0.6016,0.01875,8.01,676.0,0.7928994082840237
CC(C[C@H]1C[C@@H](C)CC[C@@H]1C)C,557,0.582,0.02417,6.417000000000001,676.0,0.8239644970414202
CC(C1CCCC1)C1CCCC1,178,0.9476,3.057e-05,80.53,746.3,0.2385099825807316
CC(C1CCCC1)C1CCCC1,311,0.8587,0.0,31.54,746.3,0.4167224976550985
CC(C1CCCC1)C1CCCC1,410,0.7876,0.00044510000000000003,22.02,746.3,0.5493769261691009
CC(C1CCCC1)C1CCCC1,476,0.7374,0.0015810000000000002,17.53,746.3,0.6378132118451025
CC(C1CCCC1)C1CCCC1,510,0.7104,0.004249,14.95,746.3,0.6833712984054671
CC(C1CCCC1)C1CCCC1,543,0.6855,0.007225,12.04,746.3,0.7275894412434678
CC(C1CCCC1)C1CCCC1,576,0.6542,0.014759999999999999,10.07,746.3,0.7718075840814687
CC(C1CCCC1)C1CCCC1,609,0.617,0.02599,8.504,746.3,0.8160257269194694
CCCCCC(CC(C)(C)C)C,286,0.7628,1.099e-05,25.58,651.7,0.4388522326223722
CCCCCC(CC(C)(C)C)C,364,0.6996,0.00022549999999999998,17.88,651.7,0.5585392051557465
CCCCCC(CC(C)(C)C)C,422,0.6529,0.001174,13.0,651.7,0.6475372103728709
CCCCCC(CC(C)(C)C)C,460,0.6201,0.0035479999999999995,11.08,651.7,0.7058462482737455
CCCCCC(CC(C)(C)C)C,480,0.6016,0.007719,9.442,651.7,0.7365352155899954
CCCCCC(CC(C)(C)C)C,499,0.5793,0.0124,7.853,651.7,0.7656897345404327
CCCCCC(CC(C)(C)C)C,519,0.561,0.01365,6.419,651.7,0.7963787018566825
CCCCCC(CC(C)(C)C)C,538,0.5415,0.01969,5.689,651.7,0.8255332208071198
CCC(CCC(CC)CC)CC,290,0.7602,2.336e-05,25.14,652.1,0.4447170679343659
CCC(CCC(CC)CC)CC,372,0.6951,0.0008914,18.22,652.1,0.5704646526606348
CCC(CCC(CC)CC)CC,434,0.6441,0.00187,13.69,652.1,0.6655420947707407
CCC(CCC(CC)CC)CC,476,0.6083,0.004221,10.51,652.1,0.7299493942646833
CCC(CCC(CC)CC)CC,496,0.5861,0.008726000000000001,8.372,652.1,0.7606195368808465
CCC(CCC(CC)CC)CC,517,0.5673,0.01619,5.934,652.1,0.7928231866278178
CCC(CCC(CC)CC)CC,537,0.5472,0.01829,5.697,652.1,0.823493329243981
CCC(CCC(CC)CC)CC,558,0.5171,0.032889999999999996,4.981,652.1,0.8556969789909523
CCCCC1CCCCC1CC,292,0.8196,0.0,28.25,689.2,0.42367962855484614
CCCCC1CCCCC1CC,378,0.7516,0.0002793,20.98,689.2,0.5484619849100406
CCCCC1CCCCC1CC,442,0.7002,0.001759,15.87,689.2,0.6413232733604178
CCCCC1CCCCC1CC,484,0.6637,0.005849,11.67,689.2,0.7022634939059779
CCCCC1CCCCC1CC,506,0.6414,0.006025,10.81,689.2,0.7341845618107951
CCCCC1CCCCC1CC,527,0.6227,0.01152,9.059,689.2,0.7646546720835751
CCCCC1CCCCC1CC,549,0.6018,0.01969,7.221,689.2,0.7965757399883923
CCCCC1CCCCC1CC,570,0.5753,0.02278,6.558,689.2,0.8270458502611723
CCCCCC(CCCC)CC,292,0.758,6.13e-06,26.34,650.4,0.4489544895448955
CCCCCC(CCCC)CC,373,0.6934,4.033e-05,19.3,650.4,0.5734932349323494
CCCCCC(CCCC)CC,434,0.6417,0.001463,13.61,650.4,0.6672816728167282
CCCCCC(CCCC)CC,475,0.6053,0.0051649999999999995,10.38,650.4,0.730319803198032
CCCCCC(CCCC)CC,495,0.583,0.0104,8.642000000000001,650.4,0.7610701107011071
CCCCCC(CCCC)CC,515,0.5656,0.01235,7.414,650.4,0.791820418204182
CCCCCC(CCCC)CC,536,0.5411,0.018680000000000002,5.864,650.4,0.8241082410824109
CCCCCC(CCCC)CC,556,0.518,0.02872,4.984,650.4,0.8548585485854859
C[C@@H]1CCC[C@@]2(C1CCCC2)C,296,0.8867,5.142e-05,32.65,734.7,0.4028855315094596
C[C@@H]1CCC[C@@]2(C1CCCC2)C,391,0.8137,0.0001047,22.83,734.7,0.5321900095276983
C[C@@H]1CCC[C@@]2(C1CCCC2)C,462,0.7588,0.002482,16.61,734.7,0.6288280930992242
C[C@@H]1CCC[C@@]2(C1CCCC2)C,509,0.7193,0.005072,13.71,734.7,0.6927997822240369
C[C@@H]1CCC[C@@]2(C1CCCC2)C,533,0.6984,0.01178,10.92,734.7,0.72546617667075
C[C@@H]1CCC[C@@]2(C1CCCC2)C,557,0.6768,0.0174,9.264,734.7,0.7581325711174629
C[C@@H]1CCC[C@@]2(C1CCCC2)C,580,0.6526,0.025939999999999998,8.352,734.7,0.7894378657955627
C[C@@H]1CCC[C@@]2(C1CCCC2)C,604,0.6269,0.028110000000000003,6.2010000000000005,734.7,0.8221042602422757
C[C@@H]1CC[C@H]2[C@H]([C@@H]1C)CCCC2,297,0.874,1.351e-05,29.27,734.7,0.40424663127807264
C[C@@H]1CC[C@H]2[C@H]([C@@H]1C)CCCC2,389,0.8049,0.000185,21.98,734.7,0.5294678099904723
C[C@@H]1CC[C@H]2[C@H]([C@@H]1C)CCCC2,458,0.7505,0.002199,17.2,734.7,0.623383694024772
C[C@@H]1CC[C@H]2[C@H]([C@@H]1C)CCCC2,504,0.7137,0.006323,13.58,734.7,0.6859942833809718
C[C@@H]1CC[C@H]2[C@H]([C@@H]1C)CCCC2,527,0.6926,0.0103,11.96,734.7,0.7172995780590717
C[C@@H]1CC[C@H]2[C@H]([C@@H]1C)CCCC2,550,0.6731,0.009373999999999999,10.6,734.7,0.7486048727371716
C[C@@H]1CC[C@H]2[C@H]([C@@H]1C)CCCC2,573,0.6521,0.02069,8.485,734.7,0.7799101674152715
C[C@@H]1CC[C@H]2[C@H]([C@@H]1C)CCCC2,596,0.6262,0.028689999999999997,6.843,734.7,0.8112154620933714
CCCCC(CCCC)CCC,292,0.758,1.279e-05,23.73,648.3,0.45040876137590624
CCCCC(CCCC)CCC,371,0.6944,6.617e-05,18.1,648.3,0.5722659262687028
CCCCC(CCCC)CCC,430,0.644,0.00238,13.56,648.3,0.663273175998766
CCCCC(CCCC)CCC,470,0.6082,0.004543,9.832,648.3,0.7249730063242327
CCCCC(CCCC)CCC,490,0.5884,0.005052,9.295,648.3,0.755822921486966
CCCCC(CCCC)CCC,509,0.5684,0.01066,7.683,648.3,0.7851303408915626
CCCCC(CCCC)CCC,529,0.5467,0.01796,6.4510000000000005,648.3,0.8159802560542959
CCCCC(CCCC)CCC,549,0.5238,0.02532,4.745,648.3,0.8468301712170292
CC1CCC(CC1C)(C)C(C)C,293,0.8173,0.0,29.0,695.3,0.42140083417229973
CC1CCC(CC1C)(C)C(C)C,377,0.7554,4.715e-05,20.47,695.3,0.5422119948223789
CC1CCC(CC1C)(C)C(C)C,441,0.7055,0.0022129999999999997,15.24,695.3,0.6342585934129154
CC1CCC(CC1C)(C)C(C)C,483,0.6723,0.007388,11.95,695.3,0.6946641737379549
CC1CCC(CC1C)(C)C(C)C,504,0.6502,0.00895,10.47,695.3,0.7248669639004747
CC1CCC(CC1C)(C)C(C)C,525,0.6337,0.01493,9.158,695.3,0.7550697540629945
CC1CCC(CC1C)(C)C(C)C,546,0.6124,0.01968,8.045,695.3,0.7852725442255142
CC1CCC(CC1C)(C)C(C)C,567,0.5898,0.02812,6.231,695.3,0.815475334388034
CCCCCCC(CC(C)C)C,211,0.8221,0.0,35.19,647.7,0.32576810251659716
CCCCCCC(CC(C)C)C,313,0.7389,0.0001602,22.52,647.7,0.4832484174772271
CCCCCCC(CC(C)C)C,390,0.6772,0.0004011,17.29,647.7,0.6021306160259379
CCCCCCC(CC(C)C)C,442,0.634,0.002699,13.38,647.7,0.6824146981627296
CCCCCCC(CC(C)C)C,467,0.6125,0.003889,10.93,647.7,0.7210128145746487
CCCCCCC(CC(C)C)C,493,0.5866,0.007937999999999999,9.14,647.7,0.7611548556430445
CCCCCCC(CC(C)C)C,518,0.5615,0.01463,7.739,647.7,0.7997529720549637
CCCCCCC(CC(C)C)C,544,0.5322,0.01927,6.294,647.7,0.8398950131233596
CCC1CCCC2C1CCCC2,298,0.8745,1.426e-05,31.16,730.5,0.4079397672826831
CCC1CCCC2C1CCCC2,392,0.8034,0.0002061,22.41,730.5,0.5366187542778919
CCC1CCCC2C1CCCC2,462,0.7482,0.002541,16.21,730.5,0.6324435318275154
CCC1CCCC2C1CCCC2,508,0.7091,0.0064010000000000004,12.85,730.5,0.6954140999315537
CCC1CCCC2C1CCCC2,532,0.6872,0.009202,11.39,730.5,0.7282683093771389
CCC1CCCC2C1CCCC2,555,0.6656,0.013909999999999999,9.392000000000001,730.5,0.7597535934291582
CCC1CCCC2C1CCCC2,579,0.6448,0.02385,7.817,730.5,0.7926078028747433
CCC1CCCC2C1CCCC2,602,0.6157,0.02853,6.581,730.5,0.8240930869267625
CCCCCCCC(C(C)C)C,209,0.8257,0.0,34.17,651.1,0.32099523882660114
CCCCCCCC(C(C)C)C,315,0.7417,5.047e-05,24.34,651.1,0.4837966518199969
CCCCCCCC(C(C)C)C,394,0.6793,2.431e-05,16.24,651.1,0.6051297803716786
CCCCCCCC(C(C)C)C,447,0.6334,0.002617,12.63,651.1,0.6865304868683766
CCCCCCCC(C(C)C)C,474,0.6093,0.00399,10.18,651.1,0.7279987713100906
CCCCCCCC(C(C)C)C,500,0.585,0.007483,8.866,651.1,0.7679311933650744
CCCCCCCC(C(C)C)C,527,0.5577,0.01116,6.722,651.1,0.8093994778067884
CCCCCCCC(C(C)C)C,553,0.5257,0.026369999999999998,5.247000000000001,651.1,0.8493318998617724
CCCCCC1CCCCC1C,296,0.8138,0.0,29.35,694.3,0.42632867636468386
CCCCCC1CCCCC1C,384,0.7447,0.00015800000000000002,20.73,694.3,0.5530750396082386
CCCCCC1CCCCC1C,450,0.6903,0.002861,15.32,694.3,0.6481348120409045
CCCCCC1CCCCC1C,494,0.6533,0.006396,11.68,694.3,0.7115079936626819
CCCCCC1CCCCC1C,516,0.6319,0.007682,9.302,694.3,0.7431945844735706
CCCCCC1CCCCC1C,538,0.6081,0.01499,9.01,694.3,0.7748811752844592
CCCCCC1CCCCC1C,560,0.5883,0.01466,6.526,694.3,0.8065677660953479
CCCCCC1CCCCC1C,582,0.5641,0.027469999999999998,5.614,694.3,0.8382543569062365
CCCCCC(C1CCCC1)C,297,0.8064,1.585e-05,28.42,694.1,0.42789223454833597
CCCCCC(C1CCCC1)C,387,0.7367,9.816e-05,21.05,694.1,0.5575565480478317
CCCCCC(C1CCCC1)C,454,0.6834,0.001961,15.34,694.1,0.6540844258752341
CCCCCC(C1CCCC1)C,498,0.6452,0.00398,11.89,694.1,0.7174758680305431
CCCCCC(C1CCCC1)C,521,0.6231,0.008462,10.3,694.1,0.7506123037026364
CCCCCC(C1CCCC1)C,543,0.6021,0.01349,8.366,694.1,0.782308024780291
CCCCCC(C1CCCC1)C,566,0.5791,0.02199,7.556,694.1,0.8154444604523844
CCCCCC(C1CCCC1)C,588,0.5523,0.02974,4.275,694.1,0.8471401815300389
CCCCCCCCCC(C)C,251,0.792,0.0001829,28.33,657.8,0.3815749467923381
CCCCCCCCCC(C)C,344,0.7151,4.6539999999999997e-07,23.11,657.8,0.5229553055640013
CCCCCCCCCC(C)C,414,0.6588,0.0009807,14.92,657.8,0.6293706293706294
CCCCCCCCCC(C)C,460,0.6182,0.0010539999999999998,11.66,657.8,0.6993006993006994
CCCCCCCCCC(C)C,483,0.5974,0.005696,10.12,657.8,0.7342657342657343
CCCCCCCCCC(C)C,507,0.5742,0.01039,8.618,657.8,0.7707509881422926
CCCCCCCCCC(C)C,530,0.5517,0.01487,6.285,657.8,0.8057160231073275
CCCCCCCCCC(C)C,553,0.528,0.018,6.034,657.8,0.8406810580723625
CCCCC[C@@H]1CCCC[C@H]1C,295,0.8129,0.00011630000000000001,27.6,691.4,0.42667052357535434
CCCCC[C@@H]1CCCC[C@H]1C,379,0.7465,0.0003672,20.59,691.4,0.5481631472374892
CCCCC[C@@H]1CCCC[C@H]1C,443,0.6947,0.002258,15.69,691.4,0.6407289557419729
CCCCC[C@@H]1CCCC[C@H]1C,485,0.6597,0.004944,12.34,691.4,0.7014752675730402
CCCCC[C@@H]1CCCC[C@H]1C,506,0.6408,0.006619,9.972999999999999,691.4,0.7318484234885739
CCCCC[C@@H]1CCCC[C@H]1C,527,0.6183,0.01007,8.796,691.4,0.7622215794041076
CCCCC[C@@H]1CCCC[C@H]1C,548,0.5954,0.01556,7.547999999999999,691.4,0.7925947353196413
CCCCC[C@@H]1CCCC[C@H]1C,569,0.5726,0.01884,6.319,691.4,0.822967891235175
C[C@@H]1CC[C@@H]2[C@@H](C1)CCC[C@H]2C,295,0.8674,1.816e-05,30.9,732.1,0.4029504166097527
C[C@@H]1CC[C@@H]2[C@@H](C1)CCC[C@H]2C,385,0.7986,0.0002522,20.89,732.1,0.525884442016118
C[C@@H]1CC[C@@H]2[C@@H](C1)CCC[C@H]2C,453,0.7461,0.001516,16.44,732.1,0.618767927878705
C[C@@H]1CC[C@@H]2[C@@H](C1)CCC[C@H]2C,499,0.7091,0.005047,12.51,732.1,0.681600874197514
C[C@@H]1CC[C@@H]2[C@@H](C1)CCC[C@H]2C,521,0.6883,0.007498,11.31,732.1,0.7116514137412921
C[C@@H]1CC[C@@H]2[C@@H](C1)CCC[C@H]2C,544,0.6689,0.01269,9.594,732.1,0.7430678869006966
C[C@@H]1CC[C@@H]2[C@@H](C1)CCC[C@H]2C,566,0.6465,0.018,8.552,732.1,0.7731184264444748
C[C@@H]1CC[C@@H]2[C@@H](C1)CCC[C@H]2C,589,0.6243,0.020309999999999998,7.729,732.1,0.8045348996038792
CCCC(C(C)(C)C)(C(C)C)C,293,0.7882,3.304e-05,25.95,685.4,0.4274875984826379
CCCC(C(C)(C)C)(C(C)C)C,381,0.723,0.0003333,19.41,685.4,0.5558797782316895
CCCC(C(C)(C)C)(C(C)C)C,446,0.674,0.001734,14.95,685.4,0.6507149110008754
CCCC(C(C)(C)C)(C(C)C)C,490,0.637,0.006405,11.13,685.4,0.7149110008754013
CCCC(C(C)(C)C)(C(C)C)C,512,0.6174,0.01028,9.019,685.4,0.7470090458126641
CCCC(C(C)(C)C)(C(C)C)C,534,0.5953,0.02074,7.47,685.4,0.7791070907499271
CCCC(C(C)(C)C)(C(C)C)C,556,0.5746,0.023030000000000002,6.422000000000001,685.4,0.81120513568719
CCCC(C(C)(C)C)(C(C)C)C,578,0.5458,0.03028,4.59,685.4,0.8433031806244529
C[C@@H]1CC[C@H]2[C@H](C1)C[C@H](CC2)C,293,0.8753,5.917e-05,33.28,715.7,0.4093894089702389
C[C@@H]1CC[C@H]2[C@H](C1)C[C@H](CC2)C,382,0.8034,7.975e-06,20.97,715.7,0.5337431884867961
C[C@@H]1CC[C@H]2[C@H](C1)C[C@H](CC2)C,449,0.7486,0.0010220000000000001,16.42,715.7,0.6273578314936425
C[C@@H]1CC[C@H]2[C@H](C1)C[C@H](CC2)C,494,0.7093,0.006219,12.95,715.7,0.6902333379907782
C[C@@H]1CC[C@H]2[C@H](C1)C[C@H](CC2)C,516,0.6891,0.007541,12.08,715.7,0.720972474500489
C[C@@H]1CC[C@H]2[C@H](C1)C[C@H](CC2)C,538,0.6683,0.0109,10.1,715.7,0.7517116110101998
C[C@@H]1CC[C@H]2[C@H](C1)C[C@H](CC2)C,561,0.6433,0.01807,8.774,715.7,0.7838479809976246
C[C@@H]1CC[C@H]2[C@H](C1)C[C@H](CC2)C,583,0.6242,0.02254,7.1129999999999995,715.7,0.8145871175073355
C[C@@H]1CC[C@@H]2[C@H]([C@@H]1C)CCCC2,297,0.8875,0.00024859999999999997,32.28,721.4,0.4116994732464652
C[C@@H]1CC[C@@H]2[C@H]([C@@H]1C)CCCC2,389,0.8166,5.421e-05,23.25,721.4,0.5392292764069865
C[C@@H]1CC[C@@H]2[C@H]([C@@H]1C)CCCC2,458,0.7617,0.001523,18.38,721.4,0.6348766287773774
C[C@@H]1CC[C@@H]2[C@H]([C@@H]1C)CCCC2,504,0.7221,0.006094,14.55,721.4,0.698641530357638
C[C@@H]1CC[C@@H]2[C@H]([C@@H]1C)CCCC2,527,0.7,0.008098000000000001,11.62,721.4,0.7305239811477683
C[C@@H]1CC[C@@H]2[C@H]([C@@H]1C)CCCC2,550,0.6747,0.014490000000000001,9.849,721.4,0.7624064319378986
C[C@@H]1CC[C@@H]2[C@H]([C@@H]1C)CCCC2,573,0.6546,0.02187,8.519,721.4,0.7942888827280289
C[C@@H]1CC[C@@H]2[C@H]([C@@H]1C)CCCC2,596,0.6272,0.034010000000000006,7.212000000000001,721.4,0.8261713335181592
CCCCCCC(CCCC)C,229,0.8092,0.003997,31.02,652.5,0.35095785440613025
CCCCCCC(CCCC)C,328,0.7289,2.7789999999999996e-06,22.35,652.5,0.5026819923371647
CCCCCCC(CCCC)C,402,0.6692,0.0001443,15.79,652.5,0.6160919540229886
CCCCCCC(CCCC)C,452,0.6259,0.001573,12.26,652.5,0.69272030651341
CCCCCCC(CCCC)C,477,0.6033,0.003622,10.32,652.5,0.7310344827586207
CCCCCCC(CCCC)C,501,0.5807,0.007232,9.061,652.5,0.767816091954023
CCCCCCC(CCCC)C,526,0.5529,0.01296,6.761,652.5,0.8061302681992337
CCCCCCC(CCCC)C,551,0.5244,0.02097,6.1129999999999995,652.5,0.8444444444444444
CCC1CCC2C(C1)CCCC2,298,0.872,2.01e-05,29.07,728.7,0.4089474406477288
CCC1CCC2C(C1)CCCC2,391,0.8,0.0006772,21.68,728.7,0.5365719774941676
CCC1CCC2C(C1)CCCC2,461,0.7437,0.002012,15.81,728.7,0.6326334568409496
CCC1CCC2C(C1)CCCC2,508,0.7032,0.00615,12.73,728.7,0.6971318786880746
CCC1CCC2C(C1)CCCC2,531,0.6826,0.01065,11.43,728.7,0.7286949361877315
CCC1CCC2C(C1)CCCC2,554,0.6621,0.01402,9.524,728.7,0.7602579936873884
CCC1CCC2C(C1)CCCC2,578,0.6361,0.01996,7.7379999999999995,728.7,0.7931933580348566
CCC1CCC2C(C1)CCCC2,601,0.6136,0.02652,5.691,728.7,0.8247564155345135
CC[C@@H]1C[C@H](CC)C[C@@H](C1)CC,293,0.8126,3.877e-05,28.03,680.1,0.4308189972062932
CC[C@@H]1C[C@H](CC)C[C@@H](C1)CC,377,0.7456,6.451e-05,19.5,680.1,0.5543302455521246
CC[C@@H]1C[C@H](CC)C[C@@H](C1)CC,440,0.6945,0.0017120000000000002,14.41,680.1,0.6469636818114983
CC[C@@H]1C[C@H](CC)C[C@@H](C1)CC,482,0.6566,0.005714,11.5,680.1,0.708719305984414
CC[C@@H]1C[C@H](CC)C[C@@H](C1)CC,503,0.6375,0.007673999999999999,10.49,680.1,0.7395971180708719
CC[C@@H]1C[C@H](CC)C[C@@H](C1)CC,524,0.6156,0.01218,8.786,680.1,0.7704749301573298
CC[C@@H]1C[C@H](CC)C[C@@H](C1)CC,545,0.5926,0.0168,7.797000000000001,680.1,0.8013527422437876
CC[C@@H]1C[C@H](CC)C[C@@H](C1)CC,566,0.5692,0.024730000000000002,6.34,680.1,0.8322305543302455
C1CCC(C1)CCC1CCCC1,299,0.8583,9.811e-06,30.86,734.1,0.40730145756708896
C1CCC(C1)CCC1CCCC1,390,0.7886,4.763e-06,23.83,734.1,0.5312627707396812
C1CCC(C1)CCC1CCCC1,458,0.7348,0.001415,18.27,734.1,0.6238932025609589
C1CCC(C1)CCC1CCCC1,503,0.6984,0.003936,14.27,734.1,0.6851927530309222
C1CCC(C1)CCC1CCCC1,526,0.6787,0.004079,12.64,734.1,0.7165236343822368
C1CCC(C1)CCC1CCCC1,549,0.6558,0.009633,11.71,734.1,0.7478545157335512
C1CCC(C1)CCC1CCCC1,571,0.6351,0.0118,8.753,734.1,0.7778231848521999
C1CCC(C1)CCC1CCCC1,594,0.611,0.02036,7.526,734.1,0.8091540662035145
CCC(CC(C(C)C)(CC)C)C,288,0.7787,0.0,25.25,672.5,0.42825278810408923
CCC(CC(C(C)C)(CC)C)C,371,0.7151,0.0006868,17.79,672.5,0.5516728624535316
CCC(CC(C(C)C)(CC)C)C,433,0.6673,0.002669,13.86,672.5,0.6438661710037175
CCC(CC(C(C)C)(CC)C)C,475,0.631,0.00562,11.66,672.5,0.7063197026022305
CCC(CC(C(C)C)(CC)C)C,496,0.6104,0.01015,9.222000000000001,672.5,0.737546468401487
CCC(CC(C(C)C)(CC)C)C,516,0.5919,0.009447,8.474,672.5,0.7672862453531598
CCC(CC(C(C)C)(CC)C)C,537,0.5705,0.01786,7.325,672.5,0.7985130111524164
CCC(CC(C(C)C)(CC)C)C,558,0.5475,0.02401,4.939,672.5,0.8297397769516729
C[C@H]1CC[C@@H]2[C@@H](C1)[C@H](C)CCC2,295,0.8693,1.565e-05,30.73,721.4,0.4089270862212365
C[C@H]1CC[C@@H]2[C@@H](C1)[C@H](C)CCC2,385,0.7997,0.00011320000000000001,22.1,721.4,0.533684502356529
C[C@H]1CC[C@@H]2[C@@H](C1)[C@H](C)CCC2,453,0.7462,0.002494,16.38,721.4,0.6279456612143055
C[C@H]1CC[C@@H]2[C@@H](C1)[C@H](C)CCC2,499,0.708,0.007368,12.46,721.4,0.6917105627945661
C[C@H]1CC[C@@H]2[C@@H](C1)[C@H](C)CCC2,521,0.6895,0.009752,11.07,721.4,0.722206820072082
C[C@H]1CC[C@@H]2[C@@H](C1)[C@H](C)CCC2,544,0.6662,0.01414,9.789,721.4,0.7540892708622123
C[C@H]1CC[C@@H]2[C@@H](C1)[C@H](C)CCC2,566,0.6421,0.02191,7.672999999999999,721.4,0.7845855281397284
C[C@H]1CC[C@@H]2[C@@H](C1)[C@H](C)CCC2,589,0.6197,0.02451,6.169,721.4,0.8164679789298587
CC1(C)CC[C@@H]2[C@@H](C1)CCCC2,293,0.8727,0.001067,31.07,711.1,0.41203768808887636
CC1(C)CC[C@@H]2[C@@H](C1)CCCC2,386,0.799,0.0001994,22.61,711.1,0.5428209815778371
