smiles,T,dliq,dgas,st,tc,redT
C[C@H]1C[C@H](C)CC(C1)(C)C,540,0.5582,0.039639999999999995,4.396,627.8,0.8601465434851864
C[C@@H]1C[C@H](C)CC(C1)(C)C,214,0.861,8.043e-05,32.9,624.6,0.34261927633685557
C[C@@H]1C[C@H](C)CC(C1)(C)C,323,0.771,2.13e-05,23.13,624.6,0.5171309638168428
C[C@@H]1C[C@H](C)CC(C1)(C)C,404,0.7021,0.001397,14.73,624.6,0.6468139609349983
C[C@@H]1C[C@H](C)CC(C1)(C)C,458,0.6504,0.008674,11.05,624.6,0.7332692923471021
C[C@@H]1C[C@H](C)CC(C1)(C)C,486,0.6215,0.01344,7.742999999999999,624.6,0.7780979827089337
C[C@@H]1C[C@H](C)CC(C1)(C)C,513,0.5913,0.0258,6.797999999999999,624.6,0.8213256484149856
C[C@@H]1C[C@H](C)CC(C1)(C)C,540,0.5537,0.04475,4.585,624.6,0.8645533141210374
CCC1(CC)CCCCC1,198,0.8892,0.0,45.31,641.1,0.3088441740758072
CCC1(CC)CCCCC1,312,0.7961,8.991e-06,25.25,641.1,0.4866635470285447
CCC1(CC)CCCCC1,397,0.727,0.0009283999999999999,17.96,641.1,0.6192481672126033
CCC1(CC)CCCCC1,453,0.6771,0.007098999999999999,12.74,641.1,0.7065980346279831
CCC1(CC)CCCCC1,482,0.6491,0.01329,10.42,641.1,0.7518327873966619
CCC1(CC)CCCCC1,510,0.6208,0.01633,8.421,641.1,0.7955077211043519
CCC1(CC)CCCCC1,539,0.5885,0.03445,5.962000000000001,641.1,0.8407424738730307
CCC1(CC)CCCCC1,567,0.5473,0.05971,3.99,641.1,0.8844174075807206
C1CCCCCCCCC1,309,0.839,0.0,31.34,700.5,0.4411134903640257
C1CCCCCCCCC1,399,0.7665,0.0007679,21.63,700.5,0.569593147751606
C1CCCCCCCCC1,466,0.7138,0.0032229999999999997,15.88,700.5,0.6652391149179158
C1CCCCCCCCC1,510,0.674,0.010320000000000001,11.15,700.5,0.728051391862955
C1CCCCCCCCC1,533,0.6542,0.013219999999999999,10.18,700.5,0.7608850820842256
C1CCCCCCCCC1,555,0.6298,0.02126,9.247,700.5,0.7922912205567452
C1CCCCCCCCC1,578,0.6065,0.02735,7.04,700.5,0.8251249107780158
C1CCCCCCCCC1,600,0.5799,0.04703,5.484,700.5,0.8565310492505354
CCCCCCCCCC,268,0.759,2.316e-05,27.12,614.9,0.43584322654090096
CCCCCCCCCC,347,0.6918,6.603e-05,19.75,614.9,0.5643194015287039
CCCCCCCCCC,406,0.6396,0.0007116000000000001,15.35,614.9,0.660269962595544
CCCCCCCCCC,446,0.603,0.004638000000000001,11.54,614.9,0.7253211904374696
CCCCCCCCCC,466,0.5818,0.009703,9.943999999999999,614.9,0.7578468043584323
CCCCCCCCCC,485,0.5623,0.014219999999999998,8.161,614.9,0.7887461375833469
CCCCCCCCCC,505,0.5378,0.01891,6.421,614.9,0.8212717515043096
CCCCCCCCCC,525,0.518,0.0284,5.313,614.9,0.8537973654252724
CCCCCCCC(C)C,223,0.7945,1.715e-05,31.49,612.6,0.36402220045706823
CCCCCCCC(C)C,314,0.717,0.0003877,22.07,612.6,0.5125693764283382
CCCCCCCC(C)C,382,0.6599,0.0002841,16.15,612.6,0.623571661769507
CCCCCCCC(C)C,427,0.6187,0.0030559999999999997,12.71,612.6,0.6970290564805746
CCCCCCCC(C)C,450,0.5967,0.005445,11.07,612.6,0.7345739471106758
CCCCCCCC(C)C,473,0.5734,0.008542000000000001,8.953,612.6,0.7721188377407769
CCCCCCCC(C)C,495,0.5492,0.01515,6.854,612.6,0.8080313418217434
CCCCCCCC(C)C,518,0.5228,0.02443,4.968,612.6,0.8455762324518445
CCCCCCC(CC)C,213,0.8031,9.458e-06,33.64,612.3,0.34786869181773644
CCCCCCC(CC)C,308,0.7236,8.992e-05,22.41,612.3,0.50302139474114
CCCCCCC(CC)C,379,0.6636,0.0008942,16.65,612.3,0.6189776253470521
CCCCCCC(CC)C,426,0.6218,0.003965,11.36,612.3,0.6957373836354729
CCCCCCC(CC)C,450,0.5969,0.006076,10.78,612.3,0.7349338559529642
CCCCCCC(CC)C,474,0.5726,0.009712,8.584,612.3,0.7741303282704557
CCCCCCC(CC)C,497,0.5495,0.01961,6.6,612.3,0.811693614241385
CCCCCCC(CC)C,521,0.5204,0.02395,5.808,612.3,0.8508900865588764
CCCCCC(CCC)C,199,0.8145,0.0,36.91,609.2,0.32665791201575833
CCCCCC(CCC)C,297,0.733,0.0,24.18,609.2,0.48752462245567957
CCCCCC(CCC)C,371,0.6709,0.0002925,16.79,609.2,0.6089954038082731
CCCCCC(CCC)C,420,0.6262,0.006279,12.53,609.2,0.6894287590282338
CCCCCC(CCC)C,444,0.6035,0.007062000000000001,10.75,609.2,0.7288246881155613
CCCCCC(CCC)C,469,0.5783,0.008718,8.062999999999999,609.2,0.7698621142481943
CCCCCC(CCC)C,493,0.5515,0.01617,7.087999999999999,609.2,0.809258043335522
CCCCCC(CCC)C,518,0.524,0.026439999999999998,5.039,609.2,0.8502954694681549
CCCCC(CCCC)C,210,0.8056,1.622e-05,35.72,609.4,0.34460124712832296
CCCCC(CCCC)C,305,0.7269,2.135e-05,22.88,609.4,0.5004922874958976
CCCCC(CCCC)C,376,0.6659,0.0002712,16.79,609.4,0.617000328191664
CCCCC(CCCC)C,423,0.6237,0.0034219999999999997,12.68,609.4,0.694125369215622
CCCCC(CCCC)C,447,0.5997,0.004968,11.02,609.4,0.7335083688874303
CCCCC(CCCC)C,471,0.5759,0.011940000000000001,8.64,609.4,0.7728913685592387
CCCCC(CCCC)C,494,0.551,0.013969999999999998,6.986000000000001,609.4,0.8106334099113883
CCCCC(CCCC)C,518,0.5201,0.02468,5.202999999999999,609.4,0.8500164095831966
CCCCCC(CC)CC,210,0.8067,4.825e-05,31.36,609.6,0.34448818897637795
CCCCCC(CC)CC,306,0.7264,0.0,22.87,609.6,0.5019685039370079
CCCCCC(CC)CC,378,0.6659,0.0006121000000000001,16.4,609.6,0.6200787401574803
CCCCCC(CC)CC,426,0.6225,0.0035380000000000003,12.92,609.6,0.6988188976377953
CCCCCC(CC)CC,450,0.598,0.006923,10.61,609.6,0.7381889763779528
CCCCCC(CC)CC,474,0.5751,0.008731000000000001,8.191,609.6,0.7775590551181102
CCCCCC(CC)CC,498,0.5471,0.01985,6.7,609.6,0.8169291338582677
CCCCCC(CC)CC,522,0.5188,0.029,5.362,609.6,0.8562992125984251
CCCCC(CCC)CC,210,0.8048,0.004541,34.54,609.0,0.3448275862068966
CCCCC(CCC)CC,305,0.7268,0.0,22.02,609.0,0.5008210180623974
CCCCC(CCC)CC,376,0.6665,0.0006707999999999999,16.69,609.0,0.6174055829228243
CCCCC(CCC)CC,423,0.6242,0.002725,12.06,609.0,0.6945812807881774
CCCCC(CCC)CC,447,0.5993,0.005342,10.52,609.0,0.7339901477832512
CCCCC(CCC)CC,471,0.5781,0.013319999999999999,8.606,609.0,0.7733990147783252
CCCCC(CCC)CC,494,0.5511,0.020319999999999998,6.166,609.0,0.8111658456486043
CCCCC(CCC)CC,518,0.5224,0.0283,5.171,609.0,0.8505747126436781
CCCCCCC(C)(C)C,242,0.7767,9.707e-06,28.46,600.4,0.40306462358427714
CCCCCCC(C)(C)C,325,0.7068,2.533e-06,18.91,600.4,0.5413057961359095
CCCCCCC(C)(C)C,387,0.6531,0.001574,14.99,600.4,0.6445702864756829
CCCCCCC(C)(C)C,429,0.6145,0.004646,11.13,600.4,0.7145236508994004
CCCCCCC(C)(C)C,450,0.5935,0.004922,10.29,600.4,0.7495003331112592
CCCCCCC(C)(C)C,470,0.5713,0.0124,8.187000000000001,600.4,0.7828114590273152
CCCCCCC(C)(C)C,491,0.5479,0.01971,6.973,600.4,0.8177881412391739
CCCCCCC(C)(C)C,512,0.5184,0.030610000000000002,5.125,600.4,0.8527648234510327
CCCCCC(C(C)C)C,215,0.8013,0.0,33.02,614.4,0.34993489583333337
CCCCCC(C(C)C)C,309,0.7242,4.233e-05,22.85,614.4,0.5029296875
CCCCCC(C(C)C)C,380,0.6645,0.000633,16.26,614.4,0.6184895833333334
CCCCCC(C(C)C)C,427,0.6217,0.004374,12.5,614.4,0.6949869791666667
CCCCCC(C(C)C)C,450,0.6012,0.007104000000000001,10.48,614.4,0.732421875
CCCCCC(C(C)C)C,474,0.5767,0.011309999999999999,8.571,614.4,0.771484375
CCCCCC(C(C)C)C,497,0.5499,0.015969999999999998,6.567,614.4,0.8089192708333334
CCCCCC(C(C)C)C,521,0.5254,0.0273,5.073,614.4,0.8479817708333334
CCCCC(CC(C)C)C,215,0.8028,1.169e-05,33.82,606.0,0.3547854785478548
CCCCC(CC(C)C)C,306,0.7227,1.632e-05,22.01,606.0,0.504950495049505
CCCCC(CC(C)C)C,374,0.6653,0.0007587999999999999,15.69,606.0,0.6171617161716172
CCCCC(CC(C)C)C,419,0.6252,0.003137,12.4,606.0,0.6914191419141914
CCCCC(CC(C)C)C,442,0.6035,0.00659,9.931000000000001,606.0,0.7293729372937293
CCCCC(CC(C)C)C,465,0.5811,0.009762999999999999,8.668,606.0,0.7673267326732673
CCCCC(CC(C)C)C,487,0.5564,0.01931,7.022,606.0,0.8036303630363036
CCCCC(CC(C)C)C,510,0.5288,0.02162,6.244,606.0,0.8415841584158416
CCCC(CCC(C)C)C,213,0.7993,0.0,33.79,609.0,0.3497536945812808
CCCC(CCC(C)C)C,305,0.7239,1.549e-05,23.75,609.0,0.5008210180623974
CCCC(CCC(C)C)C,375,0.6645,0.0008895,16.47,609.0,0.6157635467980296
CCCC(CCC(C)C)C,421,0.6231,0.002404,13.0,609.0,0.6912972085385879
CCCC(CCC(C)C)C,444,0.6023,0.005372999999999999,10.25,609.0,0.729064039408867
CCCC(CCC(C)C)C,467,0.5767,0.01093,8.621,609.0,0.7668308702791461
CCCC(CCC(C)C)C,490,0.5529,0.014580000000000001,7.356,609.0,0.8045977011494253
CCCC(CCC(C)C)C,513,0.5258,0.023780000000000003,4.8660000000000005,609.0,0.8423645320197044
CCC(CCCC(C)C)C,245,0.774,0.0,28.42,609.7,0.40183696900114807
CCC(CCCC(C)C)C,328,0.7049,3.774e-05,20.93,609.7,0.5379694931933737
CCC(CCCC(C)C)C,390,0.6518,0.0001916,14.89,609.7,0.6396588486140724
CCC(CCCC(C)C)C,432,0.6137,0.004190999999999999,12.16,609.7,0.7085451861571264
CCC(CCCC(C)C)C,453,0.5934,0.007375,9.799,609.7,0.7429883549286533
CCC(CCCC(C)C)C,473,0.573,0.01038,8.935,609.7,0.7757913728062982
CCC(CCCC(C)C)C,494,0.5494,0.01784,6.5920000000000005,609.7,0.8102345415778252
CCC(CCCC(C)C)C,515,0.5235,0.027589999999999996,5.162000000000001,609.7,0.8446777103493521
CC(CCCCC(C)C)C,244,0.774,0.00011399999999999999,28.59,611.2,0.39921465968586384
CC(CCCCC(C)C)C,327,0.7046,0.00019250000000000002,21.42,611.2,0.5350130890052356
CC(CCCCC(C)C)C,389,0.6526,0.001303,14.43,611.2,0.6364528795811518
CC(CCCCC(C)C)C,430,0.615,0.002307,10.75,611.2,0.7035340314136125
CC(CCCCC(C)C)C,451,0.5939,0.006716,9.833,611.2,0.737892670157068
CC(CCCCC(C)C)C,472,0.5729,0.009736,8.837,611.2,0.7722513089005235
CC(CCCCC(C)C)C,492,0.5522,0.016130000000000002,7.388999999999999,611.2,0.8049738219895287
CC(CCCCC(C)C)C,513,0.5255,0.025269999999999997,5.462000000000001,611.2,0.8393324607329842
CCCCCC(CC)(C)C,244,0.7773,4.108e-05,28.86,609.2,0.4005252790544977
CCCCCC(CC)(C)C,329,0.7076,1.11e-05,19.78,609.2,0.5400525279054498
CCCCCC(CC)(C)C,393,0.6525,0.001533,14.93,609.2,0.6451083388049901
CCCCCC(CC)(C)C,435,0.6139,0.006403,10.81,609.2,0.7140512147078135
CCCCCC(CC)(C)C,456,0.5945,0.007615,9.142999999999999,609.2,0.7485226526592251
CCCCCC(CC)(C)C,478,0.569,0.012159999999999999,7.6370000000000005,609.2,0.7846355876559422
CCCCCC(CC)(C)C,499,0.5442,0.02392,6.178999999999999,609.2,0.8191070256073538
CCCCCC(CC)(C)C,520,0.5198,0.02805,5.261,609.2,0.8535784635587655
CCCCC(C(CC)C)C,244,0.7781,3.09e-08,29.53,612.8,0.39817232375979117
CCCCC(C(CC)C)C,330,0.7082,1.603e-05,19.84,612.8,0.5385117493472585
CCCCC(C(CC)C)C,394,0.654,0.001416,15.05,612.8,0.6429503916449086
CCCCC(C(CC)C)C,436,0.6145,0.005604,11.3,612.8,0.7114882506527416
CCCCC(C(CC)C)C,458,0.5932,0.01054,9.963,612.8,0.7473890339425588
CCCCC(C(CC)C)C,479,0.5714,0.01585,7.727,612.8,0.7816579634464752
CCCCC(C(CC)C)C,501,0.5473,0.022430000000000002,6.502999999999999,612.8,0.8175587467362925
CCCCC(C(CC)C)C,522,0.5221,0.02815,5.124,612.8,0.8518276762402089
CCCC(CC(CC)C)C,244,0.7754,0.0,29.19,611.6,0.3989535644211903
CCCC(CC(CC)C)C,327,0.7064,0.0001446,20.81,611.6,0.5346631785480707
CCCC(CC(CC)C)C,390,0.6534,0.0008391,15.07,611.6,0.6376716808371484
CCCC(CC(CC)C)C,432,0.6163,0.004004,10.98,611.6,0.7063440156965337
CCCC(CC(CC)C)C,452,0.5942,0.009772,10.24,611.6,0.7390451275343362
CCCC(CC(CC)C)C,473,0.5739,0.0118,8.519,611.6,0.7733812949640287
CCCC(CC(CC)C)C,494,0.5513,0.02188,6.886,611.6,0.8077174623937213
CCCC(CC(CC)C)C,515,0.5285,0.02522,5.875,611.6,0.8420536298234139
CCC(CCC(CC)C)C,244,0.7745,0.0,29.5,610.8,0.3994760969220694
CCC(CCC(CC)C)C,328,0.7059,1.616e-05,20.22,610.8,0.5370006548788474
CCC(CCC(CC)C)C,391,0.652,0.001231,14.25,610.8,0.640144073346431
CCC(CCC(CC)C)C,433,0.6134,0.00297,11.69,610.8,0.7089063523248199
CCC(CCC(CC)C)C,454,0.5913,0.006781000000000001,9.714,610.8,0.7432874918140144
CCC(CCC(CC)C)C,475,0.571,0.01247,8.211,610.8,0.777668631303209
CCC(CCC(CC)C)C,496,0.5457,0.0168,7.364,610.8,0.8120497707924035
CCC(CCC(CC)C)C,517,0.524,0.02828,4.573,610.8,0.846430910281598
CCCCC(CCC)(C)C,244,0.7786,2.772e-06,27.24,605.6,0.40290620871862615
CCCCC(CCC)(C)C,328,0.7097,0.0003389,18.99,605.6,0.5416116248348745
CCCCC(CCC)(C)C,390,0.6556,0.001547,14.94,605.6,0.6439894319682958
CCCCC(CCC)(C)C,432,0.6153,0.006229,11.07,605.6,0.71334214002642
CCCCC(CCC)(C)C,453,0.595,0.007916,9.461,605.6,0.7480184940554822
CCCCC(CCC)(C)C,474,0.5732,0.0154,7.653,605.6,0.7826948480845443
CCCCC(CCC)(C)C,495,0.55,0.01926,7.032,605.6,0.8173712021136064
CCCCC(CCC)(C)C,516,0.5232,0.03143,4.937,605.6,0.8520475561426684
CCCC(C(CCC)C)C,244,0.7787,6.237999999999999e-06,31.18,611.8,0.3988231448185682
CCCC(C(CCC)C)C,329,0.7094,2.371e-05,20.82,611.8,0.5377574370709383
CCCC(C(CCC)C)C,393,0.6551,0.001328,14.27,611.8,0.6423667865315463
CCCC(C(CCC)C)C,435,0.6165,0.005472,11.53,611.8,0.7110166721150704
CCCC(C(CCC)C)C,456,0.5964,0.0072510000000000005,9.634,611.8,0.7453416149068324
CCCC(C(CCC)C)C,478,0.5734,0.01167,7.6579999999999995,611.8,0.7813010787839164
CCCC(C(CCC)C)C,499,0.5486,0.0256,6.1160000000000005,611.8,0.8156260215756784
CCCC(C(CCC)C)C,520,0.5237,0.02719,4.5889999999999995,611.8,0.8499509643674404
CCCC(CCC)CCC,244,0.7759,5.289e-05,29.23,609.8,0.40013119055428015
CCCC(CCC)CCC,326,0.708,9.363e-05,20.27,609.8,0.5346015086913742
CCCC(CCC)CCC,388,0.6553,0.0012699999999999999,15.21,609.8,0.6362741882584454
CCCC(CCC)CCC,429,0.6182,0.004085,11.92,609.8,0.7035093473269926
CCCC(CCC)CCC,449,0.5994,0.005828,10.77,609.8,0.7363069858970155
CCCC(CCC)CCC,470,0.5777,0.01107,8.674,609.8,0.7707445063955396
CCCC(CCC)CCC,490,0.5545,0.015880000000000002,7.431,609.8,0.8035421449655625
CCCC(CCC)CCC,511,0.5314,0.02806,5.265,609.8,0.8379796654640866
CCCC(C(C)C)CCC,244,0.7766,1.694e-05,31.36,610.6,0.3996069439895185
CCCC(C(C)C)CCC,328,0.7086,6.014e-05,20.1,610.6,0.5371765476580412
CCCC(C(C)C)CCC,391,0.6554,0.00238,14.94,610.6,0.6403537504094333
CCCC(C(C)C)CCC,433,0.6177,0.005118999999999999,10.99,610.6,0.7091385522436947
CCCC(C(C)C)CCC,454,0.5971,0.01095,9.054,610.6,0.7435309531608254
CCCC(C(C)C)CCC,475,0.5738,0.01179,7.994,610.6,0.7779233540779561
CCCC(C(C)C)CCC,496,0.5533,0.019209999999999998,6.222,610.6,0.8123157549950868
CCCC(C(C)C)CCC,517,0.5261,0.03225,6.077000000000001,610.6,0.8467081559122175
CCCCC(C(C)C)CC,244,0.777,4.743e-05,28.65,613.3,0.3978477091146258
CCCCC(C(C)C)CC,329,0.7089,5.509e-05,21.6,613.3,0.5364421979455406
CCCCC(C(C)C)CC,392,0.6556,0.001959,14.51,613.3,0.6391651720202185
CCCCC(C(C)C)CC,434,0.6172,0.005727,11.4,613.3,0.7076471547366705
CCCCC(C(C)C)CC,456,0.5947,0.009517,9.918,613.3,0.7435186694929072
CCCCC(C(C)C)CC,477,0.5733,0.016280000000000003,8.232999999999999,613.3,0.7777596608511332
CCCCC(C(C)C)CC,498,0.552,0.01958,6.903,613.3,0.8120006522093592
CCCCC(C(C)C)CC,519,0.5259,0.0284,4.765,613.3,0.8462416435675852
CCCC(CC(C)C)CC,244,0.7773,5.1119999999999995e-06,29.68,610.1,0.39993443697754466
CCCC(CC(C)C)CC,326,0.7067,1.66e-05,20.26,610.1,0.5343386330109818
CCCC(CC(C)C)CC,388,0.6537,0.0007419,15.54,610.1,0.6359613178167514
CCCC(CC(C)C)CC,430,0.617,0.004367,10.91,610.1,0.7048024913948533
CCCC(CC(C)C)CC,450,0.5978,0.008117000000000001,9.62,610.1,0.7375840026225209
CCCC(CC(C)C)CC,471,0.5756,0.01222,8.722000000000001,610.1,0.7720045894115718
CCCC(CC(C)C)CC,491,0.5519,0.017419999999999998,6.9110000000000005,610.1,0.8047861006392394
CCCC(CC(C)C)CC,512,0.5293,0.02358,5.867000000000001,610.1,0.8392066874282904
CCC(CCC(C)C)CC,244,0.7739,0.0,29.08,613.1,0.3979774914369597
CCC(CCC(C)C)CC,328,0.7054,0.0002675,20.59,613.1,0.5349861360300114
CCC(CCC(C)C)CC,390,0.6526,0.001057,15.31,613.1,0.6361115641820257
CCC(CCC(C)C)CC,432,0.6133,0.005138,11.33,613.1,0.7046158864785516
CCC(CCC(C)C)CC,453,0.5942,0.007294,10.28,613.1,0.7388680476268146
CCC(CCC(C)C)CC,474,0.5727,0.01294,7.518,613.1,0.7731202087750775
CCC(CCC(C)C)CC,495,0.548,0.01732,6.257000000000001,613.1,0.8073723699233404
CCC(CCC(C)C)CC,516,0.5242,0.02309,5.309,613.1,0.8416245310716033
CCCCC(CC)(CC)C,244,0.7826,3.4210000000000004e-06,30.31,609.4,0.4003938299967181
CCCCC(CC)(CC)C,331,0.7122,2.132e-06,19.33,609.4,0.5431572038070234
CCCCC(CC)(CC)C,396,0.656,0.0018100000000000002,15.38,609.4,0.6498194945848376
CCCCC(CC)(CC)C,440,0.6165,0.005575,11.15,609.4,0.7220216606498195
CCCCC(CC)(CC)C,462,0.5949,0.008161,9.372,609.4,0.7581227436823105
CCCCC(CC)(CC)C,483,0.573,0.015309999999999999,7.434,609.4,0.7925828683951428
CCCCC(CC)(CC)C,505,0.5434,0.02883,5.971,609.4,0.8286839514276337
CCCCC(CC)(CC)C,527,0.5184,0.03708,4.81,609.4,0.8647850344601248
CCCC(C(CC)C)CC,244,0.7774,4.0350000000000003e-07,29.5,615.5,0.39642567018683994
CCCC(C(CC)C)CC,330,0.7086,3.891e-05,20.15,615.5,0.5361494719740049
CCCC(C(CC)C)CC,394,0.6548,0.0015119999999999999,13.53,615.5,0.6401299756295694
CCCC(C(CC)C)CC,436,0.6161,0.004581,10.71,615.5,0.7083671811535337
CCCC(C(CC)C)CC,458,0.5958,0.01055,9.482999999999999,615.5,0.7441104792851341
CCCC(C(CC)C)CC,479,0.5725,0.01275,7.858,615.5,0.7782290820471162
CCCC(C(CC)C)CC,501,0.5487,0.02111,6.347,615.5,0.8139723801787165
CCCC(C(CC)C)CC,522,0.5246,0.028630000000000003,5.095,615.5,0.8480909829406986
CCC(CC(CC)CC)C,244,0.7781,0.0,30.38,612.8,0.39817232375979117
CCC(CC(CC)CC)C,328,0.7078,0.0,20.43,612.8,0.5352480417754569
CCC(CC(CC)CC)C,390,0.6541,0.0013800000000000002,14.26,612.8,0.6364229765013055
CCC(CC(CC)CC)C,432,0.6166,0.006145,10.62,612.8,0.7049608355091385
CCC(CC(CC)CC)C,453,0.5972,0.007951,9.937000000000001,612.8,0.7392297650130549
CCC(CC(CC)CC)C,474,0.5747,0.01245,8.704,612.8,0.7734986945169713
CCC(CC(CC)CC)C,495,0.5532,0.01853,7.086,612.8,0.8077676240208878
CCC(CC(CC)CC)C,516,0.527,0.02537,4.376,612.8,0.8420365535248042
CCCC(C(CC)CC)C,244,0.7782,1.466e-06,30.06,613.6,0.39765319426336376
CCCC(C(CC)CC)C,330,0.7089,4.821e-05,20.68,613.6,0.5378096479791394
CCCC(C(CC)CC)C,395,0.6543,0.001234,13.95,613.6,0.64374185136897
CCCC(C(CC)CC)C,438,0.6165,0.004667,10.82,613.6,0.7138200782268579
CCCC(C(CC)CC)C,459,0.5941,0.009964,9.416,613.6,0.7480443285528031
CCCC(C(CC)CC)C,481,0.5719,0.01253,7.5329999999999995,613.6,0.7838983050847458
CCCC(C(CC)CC)C,502,0.55,0.01984,6.928,613.6,0.818122555410691
CCCC(C(CC)CC)C,524,0.5212,0.0359,4.512,613.6,0.8539765319426336
CCCC(CCC)(CC)C,244,0.7816,0.0,30.37,612.3,0.39849746856116286
CCCC(CCC)(CC)C,330,0.7127,0.000102,21.27,612.3,0.5389514943655072
CCCC(CCC)(CC)C,395,0.657,0.00149,14.82,612.3,0.6451086068920464
CCCC(CCC)(CC)C,438,0.6183,0.005497,11.09,612.3,0.7153356197942186
CCCC(CCC)(CC)C,459,0.5967,0.01206,9.715,612.3,0.7496325330720236
CCCC(CCC)(CC)C,481,0.5731,0.01633,7.832999999999999,612.3,0.7855626326963907
CCCC(CCC)(CC)C,502,0.5504,0.02253,6.49,612.3,0.8198595459741957
CCCC(CCC)(CC)C,524,0.5243,0.03424,4.505,612.3,0.8557896455985629
CCCCC(C(C)(C)C)C,244,0.7802,1.257e-05,27.9,610.2,0.39986889544411663
CCCCC(C(C)(C)C)C,329,0.7101,6.277e-05,21.26,610.2,0.5391674860701409
CCCCC(C(C)(C)C)C,393,0.6561,0.001959,14.86,610.2,0.6440511307767944
CCCCC(C(C)(C)C)C,435,0.6169,0.00662,10.81,610.2,0.7128810226155359
CCCCC(C(C)(C)C)C,456,0.5968,0.007705,9.062999999999999,610.2,0.7472959685349065
CCCCC(C(C)(C)C)C,478,0.5741,0.01699,7.869,610.2,0.7833497214028187
CCCCC(C(C)(C)C)C,499,0.5478,0.03263,6.14,610.2,0.8177646673221893
CCCCC(C(C)(C)C)C,520,0.5257,0.02422,4.774,610.2,0.8521796132415601
CCCC(CC(C)(C)C)C,244,0.7784,0.0,28.51,606.1,0.40257383270087443
CCCC(CC(C)(C)C)C,324,0.7096,6.735e-05,19.29,606.1,0.5345652532585382
CCCC(CC(C)(C)C)C,385,0.6579,0.002109,14.8,606.1,0.6352087114337568
CCCC(CC(C)(C)C)C,425,0.6218,0.005419,12.02,606.1,0.7012044217125887
CCCC(CC(C)(C)C)C,445,0.6024,0.008398000000000001,10.16,606.1,0.7342022768520046
CCCC(CC(C)(C)C)C,465,0.5815,0.01214,8.732999999999999,606.1,0.7672001319914206
CCCC(CC(C)(C)C)C,485,0.5628,0.01785,6.83,606.1,0.8001979871308365
CCCC(CC(C)(C)C)C,505,0.5381,0.02769,5.2379999999999995,606.1,0.8331958422702525
CCC(CCC(C)(C)C)C,244,0.7733,0.0,25.87,600.2,0.40653115628123954
CCC(CCC(C)(C)C)C,325,0.7063,5.579e-05,19.68,600.2,0.5414861712762412
CCC(CCC(C)(C)C)C,386,0.6523,0.0017,14.19,600.2,0.6431189603465511
CCC(CCC(C)(C)C)C,427,0.6141,0.005549,11.1,600.2,0.7114295234921693
CCC(CCC(C)(C)C)C,447,0.5936,0.006345,9.367,600.2,0.744751749416861
CCC(CCC(C)(C)C)C,467,0.576,0.01411,7.357,600.2,0.7780739753415528
CCC(CCC(C)(C)C)C,488,0.5478,0.0193,6.69,600.2,0.8130623125624791
CCC(CCC(C)(C)C)C,508,0.5229,0.02632,5.515,600.2,0.8463845384871709
CC(CCCC(C)(C)C)C,244,0.7733,3.418e-05,28.94,600.8,0.4061251664447404
CC(CCCC(C)(C)C)C,324,0.7048,6.304e-05,20.16,600.8,0.5392809587217045
CC(CCCC(C)(C)C)C,384,0.6527,0.0021969999999999997,14.66,600.8,0.6391478029294275
CC(CCCC(C)(C)C)C,424,0.6157,0.005893,11.29,600.8,0.7057256990679095
CC(CCCC(C)(C)C)C,444,0.5961,0.008163,9.744,600.8,0.7390146471371505
CC(CCCC(C)(C)C)C,464,0.5762,0.01206,7.645,600.8,0.7723035952063916
CC(CCCC(C)(C)C)C,484,0.5525,0.01879,6.715,600.8,0.8055925432756326
CC(CCCC(C)(C)C)C,504,0.5293,0.024380000000000002,5.872999999999999,600.8,0.8388814913448736
CCCCC(C(C)C)(C)C,244,0.7828,2.295e-05,28.97,615.7,0.39629689783985705
CCCCC(C(C)C)(C)C,330,0.7142,6.274e-05,20.73,615.7,0.5359753126522657
CCCCC(C(C)C)(C)C,395,0.6595,0.0017579999999999998,13.99,615.7,0.641546207568621
CCCCC(C(C)C)(C)C,439,0.6197,0.006435,11.24,615.7,0.7130095825889231
CCCCC(C(C)C)(C)C,460,0.5985,0.008741,9.121,615.7,0.7471171024849764
CCCCC(C(C)C)(C)C,482,0.5748,0.01402,7.943,615.7,0.7828487899951274
CCCCC(C(C)C)(C)C,503,0.5538,0.02342,6.374,615.7,0.8169563098911807
CCCCC(C(C)C)(C)C,525,0.5236,0.03107,4.837,615.7,0.8526879974013317
CCCC(C(C(C)C)C)C,244,0.7791,0.0,30.1,620.7,0.39310455936845495
CCCC(C(C(C)C)C)C,330,0.7115,5.413e-05,20.57,620.7,0.5316578057032383
CCCC(C(C(C)C)C)C,394,0.658,0.00124,15.44,620.7,0.6347671983244724
CCCC(C(C(C)C)C)C,436,0.6205,0.004765999999999999,11.09,620.7,0.7024327372321572
CCCC(C(C(C)C)C)C,458,0.6,0.006886,10.0,620.7,0.7378765909457065
CCCC(C(C(C)C)C)C,479,0.579,0.01182,8.656,620.7,0.7717093603995488
CCCC(C(C(C)C)C)C,501,0.5536,0.0186,6.385,620.7,0.807153214113098
CCCC(C(C(C)C)C)C,522,0.529,0.027339999999999996,5.0,620.7,0.8409859835669405
CCC(CC(C(C)C)C)C,244,0.7757,0.0,28.32,609.8,0.40013119055428015
CCC(CC(C(C)C)C)C,329,0.705,9.761e-06,21.46,609.8,0.5395211544768777
